file,size,width,height,total_area,area,area_count
166683943,30.818,295.0,419.0,123605.0,50980.0,4
166725206,93.076,496.0,967.0,479632.0,132626.0,15
166725208,85.452,595.0,845.0,502775.0,163213.0,82
168080160,40.025,485.0,410.0,198850.0,54883.0,8
169474254,30.256,353.0,469.0,165557.0,37184.5,5
170836057,428.843,1224.0,1634.0,2000016.0,374544.0,30
175484438,213.314,1104.0,900.0,993600.0,300560.0,133
175679189,90.302,649.0,524.0,340076.0,32139.5,6
175934755,14.234,181.0,419.0,75839.0,16637.5,2
176329920,322.335,1592.0,1092.0,1738464.0,722154.5,13
176329932,617.525,1695.0,1951.0,3306945.0,923224.0,31
176593348,52.316,636.0,649.0,412764.0,163400.0,16
176593349,29.293,343.0,743.0,254849.0,121536.5,3
176593350,15.378,350.0,286.0,100100.0,55482.5,4
177075398,20.015,413.0,265.0,109445.0,21456.5,4
179776749,44.241,276.0,712.0,196512.0,44051.0,5
180332956,228.922,1411.0,928.0,1309408.0,484295.5,11
180347405,44.938,591.0,452.0,267132.0,60947.0,6
180348751,38.608,479.0,425.0,203575.0,18954.5,4
180348757,293.727,1058.0,1254.0,1326732.0,157552.0,9
181684134,292.92,2145.0,1171.0,2511795.0,382172.0,3
182312368,96.508,729.0,658.0,479682.0,153352.5,10
182887208,79.907,695.0,789.0,548355.0,195593.0,9
182887284,189.713,1010.0,1292.0,1304920.0,345953.0,162
182887307,305.552,1400.0,1150.0,1610000.0,149100.0,11
182894027,53.296,565.0,434.0,245210.0,73759.0,9
182894050,49.127,466.0,538.0,250708.0,80077.0,5
182952045,105.889,593.0,747.0,442971.0,130203.0,13
183010839,28.493,502.0,217.0,108934.0,41052.0,6
184330084,57.715,557.0,635.0,353695.0,176039.0,9
184330134,173.04,1066.0,944.0,1006304.0,171128.0,11
186123785,82.632,458.0,1020.0,467160.0,212481.0,17
186758578,190.883,758.0,1215.0,920970.0,319682.0,27
186758588,208.217,758.0,1215.0,920970.0,337192.0,27
187155856,16.253,259.0,213.0,55167.0,19718.0,4
187458237,122.088,986.0,558.0,550188.0,186339.0,17
187477848,18.201,249.0,251.0,62499.0,24384.0,4
187770720,385.306,1496.0,1224.0,1831104.0,753135.0,10
187779920,274.744,1126.0,1124.0,1265624.0,431294.0,23
187779925,272.961,1104.0,1140.0,1258560.0,462401.0,332
189345329,54.969,467.0,462.0,215754.0,94993.5,20
189673783,89.037,612.0,633.0,387396.0,73971.0,5
190423072,150.291,619.0,1100.0,680900.0,158729.0,30
191987952,10.302,220.0,193.0,42460.0,14905.5,2
192793010,12.228,223.0,239.0,53297.0,3413.0,1
192926523,225.04,1863.0,715.0,1332045.0,439150.5,19
194700833,22.821,692.0,206.0,142552.0,34725.0,11
202049019,182.032,1039.0,883.0,917437.0,167754.5,21
202645760,58.974,627.0,510.0,319770.0,84192.5,8
202645761,92.752,723.0,795.0,574785.0,114692.0,6
202782199,306.065,1161.0,1036.0,1202796.0,290008.0,27
203010921,178.553,793.0,1644.0,1303692.0,504546.5,23
204769085,44.835,389.0,411.0,159879.0,62630.0,9
204907608,9.26,143.0,196.0,28028.0,9750.0,2
206196610,959.284,2867.0,1928.0,5527576.0,161333.5,6
206212196,17.851,289.0,316.0,91324.0,23863.5,10
206630543,69.9,693.0,680.0,471240.0,233856.0,11
206631643,167.772,822.0,1346.0,1106412.0,361372.5,23
206631857,218.451,1112.0,1390.0,1545680.0,333929.0,22
208033509,12.259,234.0,195.0,45630.0,14250.0,3
208069173,112.29,862.0,566.0,487892.0,157993.5,8
208495589,57.459,527.0,475.0,250325.0,79256.0,7
209721371,42.71,469.0,383.0,179627.0,55889.0,8
209723367,67.899,561.0,513.0,287793.0,39088.5,17
209897615,38.312,690.0,341.0,235290.0,120487.5,13
209901592,18.974,301.0,449.0,135149.0,59436.5,2
209901602,36.354,426.0,558.0,237708.0,76817.0,6
209916716,31.848,663.0,339.0,224757.0,107596.5,7
209916719,22.301,353.0,466.0,164498.0,76444.5,6
211780685,61.2,634.0,468.0,296712.0,68732.5,3
211896820,136.878,587.0,1383.0,811821.0,294779.0,21
214376131,271.025,886.0,1595.0,1413170.0,162686.5,49
214838404,12.46,127.0,343.0,43561.0,17088.5,3
217109098,27.554,459.0,242.0,111078.0,38602.5,6
217505807,212.647,1136.0,1091.0,1239376.0,449944.5,35
217680410,28.501,222.0,569.0,126318.0,48809.0,2
219035790,22.758,305.0,307.0,93635.0,37300.0,2
219041284,24.852,413.0,271.0,111923.0,32267.5,4
219374120,7.179,197.0,130.0,25610.0,13074.0,3
219682491,25.186,297.0,446.0,132462.0,40335.0,6
220063123,130.458,1150.0,595.0,684250.0,180671.0,24
220772336,24.397,269.0,361.0,97109.0,21593.0,5
221488777,438.732,1744.0,1405.0,2450320.0,165974.0,8
221515848,53.284,493.0,444.0,218892.0,61147.0,5
223631877,20.822,412.0,269.0,110828.0,32713.0,4
224656352,26.571,375.0,303.0,113625.0,27455.5,4
224659159,23.902,289.0,347.0,100283.0,39382.0,26
224659301,83.234,565.0,720.0,406800.0,119849.0,5
225776650,30.321,360.0,447.0,160920.0,13794.0,3
226141664,197.668,1493.0,676.0,1009268.0,319024.0,7
226833218,44.722,470.0,420.0,197400.0,47684.5,6
226833224,356.796,1264.0,1400.0,1769600.0,475104.5,22
229125509,254.405,846.0,1536.0,1299456.0,226955.5,49
231771817,57.621,256.0,1069.0,273664.0,68156.5,4
23289018,843.226,2895.0,1401.0,4055895.0,1244890.0,58
23289025,925.996,3170.0,1625.0,5151250.0,1368606.0,112
23290936,2311.475,2953.0,4451.0,13143803.0,850170.5,34
233194134,14.02,216.0,238.0,51408.0,7672.0,1
233333777,367.648,1250.0,1653.0,2066250.0,563889.5,35
23365820,150.465,697.0,1241.0,864977.0,111981.5,11
233913162,290.202,1229.0,1421.0,1746409.0,479013.0,17
233913205,77.928,643.0,656.0,421808.0,129421.5,5
234753663,250.126,646.0,2076.0,1341096.0,207356.0,17
235506774,157.146,722.0,1053.0,760266.0,169761.5,12
235713309,36.404,587.0,268.0,157316.0,63676.5,12
236399113,55.507,562.0,441.0,247842.0,47764.5,5
23655368,147.344,818.0,839.0,686302.0,322101.5,15
237054156,309.844,851.0,2311.0,1966661.0,207706.0,21
238131051,272.618,1143.0,1234.0,1410462.0,317175.5,51
23974996,33.388,465.0,315.0,146475.0,49424.0,5
23994557,187.329,755.0,1485.0,1121175.0,399573.5,19
24706432,47.514,527.0,529.0,278783.0,132190.0,11
24833427,85.229,908.0,511.0,463988.0,132008.0,18
251092860,32.324,347.0,558.0,193626.0,43007.0,4
251110755,776.059,1447.0,3163.0,4576861.0,1029700.0,20
251382210,90.997,730.0,838.0,611740.0,160203.0,9
255160448,106.606,546.0,976.0,532896.0,229521.0,14
255267686,100.123,771.0,620.0,478020.0,162667.5,8
255462084,58.235,636.0,400.0,254400.0,51406.0,4
255462087,51.518,435.0,538.0,234030.0,50589.0,9
255477273,93.672,550.0,851.0,468050.0,89975.0,4
255487584,29.291,250.0,457.0,114250.0,9076.0,3
256399891,30.184,304.0,411.0,124944.0,29996.5,2
256728299,252.517,676.0,2127.0,1437852.0,292889.5,14
256850935,306.678,988.0,1748.0,1727024.0,620515.5,26
256850936,48.93,485.0,552.0,267720.0,75831.5,6
256850939,24.134,491.0,237.0,116367.0,37390.5,6
257519463,32.767,337.0,456.0,153672.0,31008.0,4
257800584,113.997,1039.0,688.0,714832.0,42570.5,5
258998102,118.704,592.0,1225.0,725200.0,177943.0,13
259601056,93.357,784.0,640.0,501760.0,182215.0,9
259651363,191.613,866.0,1073.0,929218.0,271210.5,66
259651368,29.696,442.0,300.0,132600.0,51262.0,4
259656738,97.053,741.0,721.0,534261.0,147348.5,17
261564557,85.868,526.0,615.0,323490.0,107697.0,34
263216146,15.627,168.0,334.0,56112.0,19075.5,4
264160545,30.6,301.0,511.0,153811.0,50791.0,5
264843162,142.444,1021.0,836.0,853556.0,145530.0,5
264843169,107.559,745.0,776.0,578120.0,164469.0,6
265891023,21.301,352.0,351.0,123552.0,27419.5,3
265891079,351.944,1844.0,1074.0,1980456.0,576646.5,16
265891094,312.244,1420.0,1251.0,1776420.0,320058.5,13
27081537,42.123,596.0,301.0,179396.0,33896.5,2
27094261,22.437,344.0,347.0,119368.0,25205.5,4
27099911,57.186,592.0,555.0,328560.0,91725.5,128
27099913,25.321,358.0,410.0,146780.0,36526.5,4
27292693,605.472,1208.0,2604.0,3145632.0,499865.5,87
272929387,299.202,1304.0,1221.0,1592184.0,419159.0,20
274716780,53.016,670.0,403.0,270010.0,99663.5,7
277994505,206.34,1170.0,882.0,1031940.0,142980.0,19
278079048,256.37,1372.0,1145.0,1570940.0,428677.5,22
278577443,88.58,561.0,924.0,518364.0,198315.0,18
278765553,25.475,293.0,289.0,84677.0,33877.0,3
279671257,30.223,419.0,383.0,160477.0,60194.5,4
280005915,37.015,255.0,767.0,195585.0,53667.5,6
283478016,24.937,333.0,348.0,115884.0,54358.5,32
284469844,180.628,1274.0,782.0,996268.0,241350.5,10
28459161,91.948,524.0,860.0,450640.0,119475.0,16
28460666,211.543,975.0,1182.0,1152450.0,192298.0,26
285596127,36.16,467.0,413.0,192871.0,54261.0,16
287431679,28.877,360.0,378.0,136080.0,34553.5,4
28747556,179.885,686.0,1448.0,993328.0,362727.0,16
28815732,1167.305,1812.0,2941.0,5329092.0,1245115.0,38
288728572,38.094,432.0,528.0,228096.0,91217.0,6
288859978,26.897,464.0,381.0,176784.0,45585.5,5
28920464,97.484,1206.0,511.0,616266.0,150041.0,4
28920487,373.266,950.0,2473.0,2349350.0,221074.0,63
290269292,225.925,1201.0,957.0,1149357.0,383497.0,21
290273167,254.294,1471.0,1179.0,1734309.0,682984.5,43
290273169,135.968,601.0,1083.0,650883.0,284460.5,8
292630167,19.65,291.0,297.0,86427.0,22777.5,7
296867217,25.624,308.0,289.0,89012.0,29635.5,5
301709163,29.271,615.0,245.0,150675.0,47961.5,6
303813581,22.344,229.0,426.0,97554.0,12513.5,1
304720518,41.922,312.0,761.0,237432.0,100453.5,3
30528265,284.027,1134.0,1667.0,1890378.0,535275.0,32
305715072,302.005,1381.0,1352.0,1867112.0,482341.5,21
306739286,49.053,440.0,600.0,264000.0,63432.0,8
30794556,105.522,554.0,1120.0,620480.0,223952.5,12
30794557,50.321,345.0,678.0,233910.0,106564.5,20
307972637,109.095,614.0,1027.0,630578.0,209749.0,8
308307120,322.146,1433.0,1146.0,1642218.0,328425.0,17
308307124,24.138,333.0,338.0,112554.0,26353.5,3
309309707,332.234,1643.0,1282.0,2106326.0,492536.0,66
309309709,257.93,741.0,1883.0,1395303.0,400073.5,29
310661315,26.748,261.0,471.0,122931.0,11368.5,2
312841186,18.914,382.0,249.0,95118.0,20136.0,4
313031581,66.742,631.0,609.0,384279.0,135366.5,6
313032023,32.258,465.0,400.0,186000.0,60569.5,4
313032753,57.054,607.0,485.0,294395.0,151719.0,7
313032759,82.637,530.0,810.0,429300.0,111123.0,5
313032760,98.056,652.0,821.0,535292.0,110857.0,12
313626777,149.375,959.0,1196.0,1146964.0,166477.5,156
31374648,49.41,473.0,441.0,208593.0,110847.0,4
31374858,53.233,410.0,537.0,220170.0,68449.0,8
314623049,377.677,1359.0,1502.0,2041218.0,418258.5,22
314623066,39.438,691.0,274.0,189334.0,63403.0,4
314624239,110.883,1453.0,511.0,742483.0,262318.5,19
315685509,59.38,474.0,576.0,273024.0,93736.5,6
317531114,25.062,566.0,278.0,157348.0,16765.5,2
317614423,64.885,672.0,527.0,354144.0,84590.0,3
317614424,50.854,696.0,406.0,282576.0,71128.0,3
317614426,67.963,578.0,665.0,384370.0,125389.0,8
31778898,127.425,919.0,738.0,678222.0,109609.5,26
317871598,19.683,335.0,273.0,91455.0,14312.5,4
319341287,44.598,598.0,371.0,221858.0,46921.0,54
319926728,22.341,453.0,268.0,121404.0,55868.5,6
321568625,38.862,808.0,367.0,296536.0,144600.0,4
321574057,42.849,511.0,513.0,262143.0,112193.5,9
322784130,73.688,602.0,555.0,334110.0,48665.5,3
322951795,83.06,635.0,562.0,356870.0,135729.5,12
32459578,186.391,1518.0,796.0,1208328.0,197108.0,8
327172084,89.298,363.0,1126.0,408738.0,144931.5,13
328839921,80.744,662.0,484.0,320408.0,67085.5,16
333080879,51.826,435.0,631.0,274485.0,55780.5,7
333080881,45.517,451.0,498.0,224598.0,36599.5,6
33583159,68.007,535.0,678.0,362730.0,48257.5,7
339831633,49.347,310.0,702.0,217620.0,65522.5,7
339841242,29.766,363.0,398.0,144474.0,40758.5,6
341043279,128.159,1598.0,452.0,722296.0,293772.5,13
341600327,9.872,274.0,206.0,56444.0,13184.5,2
343224426,39.362,257.0,967.0,248519.0,52404.5,3
345002836,35.214,546.0,271.0,147966.0,64109.0,5
34581464,59.583,346.0,954.0,330084.0,116896.5,6
346398833,45.539,347.0,799.0,277253.0,46080.0,3
351595796,36.584,401.0,350.0,140350.0,33127.5,4
357530131,98.13,1021.0,688.0,702448.0,178198.0,10
363025783,46.495,477.0,642.0,306234.0,108770.0,10
363821145,117.713,567.0,962.0,545454.0,170854.0,9
363821164,327.392,874.0,1767.0,1544358.0,320705.5,24
363847343,20.138,231.0,417.0,96327.0,18743.5,3
363855966,19.775,294.0,307.0,90258.0,16287.5,2
363855967,48.807,566.0,446.0,252436.0,67079.0,60
363855968,141.534,1019.0,665.0,677635.0,158171.0,29
363855973,77.196,538.0,652.0,350776.0,124866.0,11
363855978,38.76,315.0,562.0,177030.0,25336.0,1
363855980,35.052,324.0,486.0,157464.0,13585.5,5
364021590,34.576,404.0,405.0,163620.0,42487.5,8
364021593,70.796,601.0,601.0,361201.0,90523.5,20
364021594,96.327,636.0,721.0,458556.0,121852.0,10
364021598,12.098,216.0,268.0,57888.0,22621.0,2
364021639,293.702,1619.0,992.0,1606048.0,420332.5,10
364021645,16.337,233.0,341.0,79453.0,28679.5,3
364023375,95.019,809.0,531.0,429579.0,146056.5,22
364837568,39.971,430.0,465.0,199950.0,20066.5,3
365004779,30.804,421.0,289.0,121669.0,47738.0,3
366446718,68.687,552.0,650.0,358800.0,63381.0,7
368044156,31.108,491.0,338.0,165958.0,67201.0,3
371660154,61.619,793.0,410.0,325130.0,116002.5,74
371751497,120.849,752.0,862.0,648224.0,183666.5,11
373229508,29.823,435.0,351.0,152685.0,51168.0,4
374425437,253.133,1532.0,726.0,1112232.0,341624.0,34
377543476,24.719,484.0,224.0,108416.0,41264.0,4
377644879,56.452,841.0,865.0,727465.0,0.0,0
378149475,140.138,941.0,918.0,863838.0,228329.5,82
379442285,38.443,669.0,329.0,220101.0,68409.0,5
386442953,104.411,670.0,730.0,489100.0,118223.0,7
386912747,208.409,1561.0,757.0,1181677.0,539526.0,23
387805419,53.333,523.0,481.0,251563.0,46598.0,10
388772955,63.369,518.0,505.0,261590.0,114381.0,7
391794430,18.95,390.0,279.0,108810.0,40547.5,5
391794433,16.897,377.0,247.0,93119.0,31186.0,4
393694776,35.417,441.0,475.0,209475.0,6012.5,1
395031252,27.538,688.0,320.0,220160.0,103221.0,5
395308824,424.131,1563.0,1374.0,2147562.0,362336.0,17
395308834,100.699,497.0,1219.0,605843.0,83520.0,2
399001272,255.258,1578.0,868.0,1369704.0,646259.0,24
399001279,257.791,1232.0,990.0,1219680.0,487584.5,46
401889261,76.927,748.0,677.0,506396.0,238160.5,15
401997488,34.509,651.0,412.0,268212.0,114517.0,4
402492112,52.639,666.0,546.0,363636.0,157901.0,7
402792787,248.127,1266.0,942.0,1192572.0,269110.5,32
402929261,66.139,584.0,675.0,394200.0,139785.0,6
402929767,37.095,539.0,380.0,204820.0,87306.0,7
404475993,35.623,415.0,351.0,145665.0,0.0,0
405051029,28.314,337.0,390.0,131430.0,9085.0,1
405874587,33.777,350.0,427.0,149450.0,46174.5,6
405875567,25.649,438.0,263.0,115194.0,32382.5,3
406874352,59.699,458.0,635.0,290830.0,57188.5,18
407269205,102.144,484.0,856.0,414304.0,145637.5,9
40784943,200.119,1252.0,1098.0,1374696.0,537201.5,20
409100585,41.426,435.0,436.0,189660.0,60275.5,4
411212356,31.576,336.0,541.0,181776.0,61197.5,5
412178612,13.014,319.0,233.0,74327.0,27402.0,6
412178615,53.877,443.0,828.0,366804.0,142337.5,7
41363165,171.621,947.0,883.0,836201.0,89719.0,4
417133000,45.459,372.0,832.0,309504.0,167347.5,3
418126155,12.465,370.0,171.0,63270.0,18994.0,9
418127019,26.351,194.0,602.0,116788.0,17346.0,2
418297194,221.437,1112.0,958.0,1065296.0,0.0,0
41874619,174.589,1508.0,437.0,658996.0,334617.5,24
419967624,62.859,1032.0,303.0,312696.0,157208.0,6
422371150,47.739,327.0,679.0,222033.0,107524.5,4
423908331,226.647,1044.0,1212.0,1265328.0,340019.0,17
425214705,11.815,204.0,253.0,51612.0,12777.0,2
426441769,24.553,355.0,375.0,133125.0,47257.5,5
426609126,99.854,605.0,690.0,417450.0,85871.0,25
427489763,55.043,525.0,526.0,276150.0,74621.0,7
429780092,20.499,385.0,235.0,90475.0,29325.5,4
43035578,305.719,1007.0,1292.0,1301044.0,308243.0,133
43055418,663.799,1995.0,1643.0,3277785.0,890073.5,23
43055800,1099.018,1926.0,2662.0,5127012.0,1913106.5,17
431481498,32.75,328.0,441.0,144648.0,38836.5,5
432343792,124.934,710.0,929.0,659590.0,168651.0,9
433133816,81.994,1010.0,353.0,356530.0,154613.5,9
433133817,42.734,337.0,646.0,217702.0,104218.0,4
433317364,219.364,1022.0,1070.0,1093540.0,310119.5,17
43482079,480.103,2138.0,1086.0,2321868.0,459384.0,29
434901397,38.564,448.0,548.0,245504.0,0.0,0
436198487,35.036,469.0,508.0,238252.0,26759.0,2
43666752,45.693,694.0,341.0,236654.0,98824.0,9
43897084,189.053,572.0,1737.0,993564.0,279298.0,11
43898328,101.161,701.0,561.0,393261.0,101341.5,36
440425951,163.277,546.0,1564.0,853944.0,261731.0,13
441843178,24.61,434.0,370.0,160580.0,42196.5,4
441866281,24.61,434.0,370.0,160580.0,39456.0,3
443100608,59.962,638.0,480.0,306240.0,47057.5,17
444319214,153.193,961.0,838.0,805318.0,234458.0,11
444933584,50.153,522.0,456.0,238032.0,30968.5,5
446037955,75.624,536.0,952.0,510272.0,220078.0,14
44634948,24.842,256.0,451.0,115456.0,35864.5,7
44635188,55.425,532.0,542.0,288344.0,63326.5,12
44635204,37.476,479.0,392.0,187768.0,78219.0,4
446898797,42.743,556.0,411.0,228516.0,72681.5,7
447327113,53.447,490.0,611.0,299390.0,65511.5,6
447781482,8.317,166.0,192.0,31872.0,13322.5,2
448329578,15.651,264.0,246.0,64944.0,22073.0,3
44885336,601.22,1857.0,1589.0,2950773.0,1018570.5,43
44896148,87.119,565.0,639.0,361035.0,71609.5,8
452710630,8.125,234.0,132.0,30888.0,0.0,0
455410964,26.708,258.0,574.0,148092.0,25132.5,4
455411217,9.294,220.0,214.0,47080.0,15870.5,4
456841043,38.678,334.0,506.0,169004.0,58178.5,5
456884384,27.509,442.0,272.0,120224.0,60477.5,2
457353772,114.958,758.0,819.0,620802.0,175894.5,13
458810893,69.684,1040.0,718.0,746720.0,0.0,0
458810898,106.83,993.0,1177.0,1168761.0,200536.5,38
460830572,56.512,890.0,336.0,299040.0,95431.5,4
46088557,352.239,1016.0,2004.0,2036064.0,399915.0,12
461017732,18.312,296.0,281.0,83176.0,21502.5,5
461017733,55.725,833.0,363.0,302379.0,84328.0,4
461017734,10.194,210.0,251.0,52710.0,8348.0,3
461017735,87.303,439.0,973.0,427147.0,52519.0,6
461017736,91.035,768.0,653.0,501504.0,96083.0,16
467670221,44.831,637.0,383.0,243971.0,66155.5,7
468517244,60.597,660.0,513.0,338580.0,123180.0,9
468787720,54.653,466.0,475.0,221350.0,52104.5,32
468921229,252.798,1239.0,1082.0,1340598.0,364292.5,36
469222453,29.61,331.0,501.0,165831.0,50830.0,4
469246814,833.095,2114.0,2152.0,4549328.0,1061654.5,37
469278707,14.497,270.0,348.0,93960.0,26464.5,2
470310711,36.916,481.0,369.0,177489.0,40986.0,5
470413148,18.134,347.0,272.0,94384.0,29786.0,4
470707782,96.037,866.0,706.0,611396.0,131064.0,19
471844220,120.61,775.0,947.0,733925.0,205464.5,21
471969044,53.767,754.0,662.0,499148.0,277923.0,10
472218412,56.806,622.0,478.0,297316.0,93960.0,13
476190974,37.097,892.0,220.0,196240.0,68912.0,6
480480976,287.26,809.0,2329.0,1884161.0,676677.0,50
480761236,308.782,1090.0,1417.0,1544530.0,355133.5,15
481674231,138.237,642.0,1167.0,749214.0,218232.5,15
481698999,27.468,340.0,370.0,125800.0,69195.5,4
491147902,26.691,283.0,479.0,135557.0,28930.5,3
492117055,106.979,735.0,685.0,503475.0,196501.0,13
493535535,81.871,664.0,606.0,402384.0,115555.0,3
494958227,189.037,707.0,1182.0,835674.0,288378.0,5
495269744,193.063,965.0,1038.0,1001670.0,129524.5,13
495926981,40.615,525.0,407.0,213675.0,42948.5,19
495972899,234.177,1063.0,1359.0,1444617.0,255704.5,100
495972968,155.914,722.0,1146.0,827412.0,200919.5,25
496132130,30.026,354.0,424.0,150096.0,24697.5,3
503570914,19.083,250.0,310.0,77500.0,41589.5,3
50508304,60.362,585.0,537.0,314145.0,73020.0,9
50508378,120.489,830.0,752.0,624160.0,138660.5,18
50508483,58.152,456.0,677.0,308712.0,82232.0,18
508588206,89.022,565.0,686.0,387590.0,69342.5,8
508588207,34.543,420.0,426.0,178920.0,43446.0,4
508801197,13.378,278.0,211.0,58658.0,18107.5,3
509665245,61.179,455.0,643.0,292565.0,101537.0,19
513706021,6.094,253.0,155.0,39215.0,19814.0,2
515098952,54.453,705.0,471.0,332055.0,95442.0,24
518296717,307.107,834.0,1823.0,1520382.0,538651.0,10
518398476,449.095,1768.0,1446.0,2556528.0,776765.0,164
52203064,263.519,971.0,1335.0,1296285.0,404187.0,18
528940288,22.469,268.0,340.0,91120.0,25033.0,2
531053172,370.175,1801.0,1108.0,1995508.0,221308.0,8
534389190,41.117,377.0,482.0,181714.0,47757.0,5
539427166,142.922,887.0,873.0,774351.0,157455.5,9
54060006,238.036,1356.0,967.0,1311252.0,263900.0,23
54278401,91.3,442.0,1243.0,549406.0,214305.5,6
54343645,1684.689,3407.0,3017.0,10278919.0,1692363.5,39
544168893,85.427,577.0,792.0,456984.0,140454.0,21
54443512,52.629,540.0,495.0,267300.0,94002.5,9
546361665,327.012,1089.0,1515.0,1649835.0,387366.5,21
546361667,226.002,1136.0,1016.0,1154176.0,318608.5,19
546924098,258.151,1148.0,1291.0,1482068.0,389956.5,18
546943598,82.312,681.0,585.0,398385.0,96945.0,18
548420990,160.777,1128.0,638.0,719664.0,248036.5,11
54884689,131.019,688.0,952.0,654976.0,14789.0,1
549411950,59.223,417.0,597.0,248949.0,44549.0,3
551331553,43.452,353.0,635.0,224155.0,69655.0,7
556607139,37.272,272.0,735.0,199920.0,22535.5,6
557143501,68.999,540.0,648.0,349920.0,68429.0,5
557143508,282.603,1160.0,1149.0,1332840.0,285743.5,16
557334727,131.917,1942.0,367.0,712714.0,252561.5,36
55848090,63.994,610.0,635.0,387350.0,89853.5,14
559370774,168.326,734.0,1380.0,1012920.0,458417.5,13
564127049,111.861,847.0,743.0,629321.0,113916.5,6
56463099,28.878,338.0,375.0,126750.0,17887.5,1
56844815,109.68,673.0,804.0,541092.0,23313.5,8
56844876,122.888,801.0,760.0,608760.0,86127.0,3
570594317,35.481,508.0,320.0,162560.0,27481.5,8
572187256,14.342,430.0,269.0,115670.0,45435.0,8
576848806,80.864,620.0,706.0,437720.0,192202.0,8
586437980,27.665,373.0,449.0,167477.0,29540.5,5
588693269,1520.105,2815.0,2865.0,8064975.0,1379788.0,77
588719541,150.309,596.0,1548.0,922608.0,230929.5,13
588786395,275.536,1009.0,1622.0,1636598.0,25527.5,4
59582387,149.615,1133.0,783.0,887139.0,341696.5,19
60796346,174.319,772.0,999.0,771228.0,173916.5,8
62050270,78.672,792.0,456.0,361152.0,58481.0,6
70721559,80.479,520.0,833.0,433160.0,184318.5,10
